Drug name	STITCH ID	Phase	Drug status	Smiles	Level 1 ATC Codes
SB-742457	CIDs11256720	Phase 3	unapproved	O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1	
CVT-6883	CIDs11270783	Phase 1	unapproved	CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O	
amuvatinib	CIDs11282283	Phase 2	unapproved	S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1	
sagopilone	CIDs11284169	Phase 2	unapproved	C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O	
cenicriviroc	CIDs11285791	Phase 3	unapproved	CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1	
AZD-1981	CIDs11292191	Phase 2	unapproved	CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O	
KB-68875	CIDs11292933	Phase 2	unapproved	Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1	
telcagepant	CIDs11319053	Phase 3	unapproved	O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(O)nc3ncccc32)CC1	
enobosarm	CIDs11326715	Phase 3	unapproved	C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	
AT7519	CIDs11338033	Phase 2	unapproved	O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl	
GSK221149A	CIDs11340891	Phase 3	unapproved	CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(C)n1	
salinosporamide A	CIDs11347535	Phase 3	unapproved	C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl	
ponesimod	CIDs11363176	Phase 4	approved	CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C	
BI 2536	CIDs11364421	Phase 2	unapproved	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1	
AZD-6703	CIDs11373432	Phase 1	unapproved	Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O	
bafetinib	CIDs11387605	Phase 2	unapproved	Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1	
indeglitazar	CIDs11395145	Phase 2	unapproved	COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1	
paquinimod	CIDs11399957	Phase 2	unapproved	CCc1cccc2c1c(O)c(C(=O)N(CC)c1ccccc1)c(=O)n2C	
obatoclax	CIDs11404337	Phase 3	unapproved	COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C	
R-1487	CIDs11406590	Phase 1	unapproved	Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21	
NVP-AST487	CIDs11409972	Phase 1	unapproved	CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1	
carmegliptin	CIDs11417567	Phase 2	unapproved	COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2	
ADL-5859	CIDs11417954	Phase 2	unapproved	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1	
KW-2449	CIDs11427553	Phase 1	unapproved	O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1	
Naluzotan	CIDs11430856	Phase 3	unapproved	CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1	
aclidinium	CIDs11434515	Phase 4	approved	O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1	
danusertib	CIDs11442891	Phase 2	unapproved	CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1	
alogliptin	CIDs11450633	Phase 4	approved	Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O	A - ALIMENTARY TRACT AND METABOLISM
apratastat	CIDs11452716	Phase 2	unapproved	CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO	
OC000459	CIDs11462174	Phase 2	unapproved	Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O	
linifanib	CIDs11485656	Phase 3	unapproved	Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1	
Sapitinib	CIDs11488320	Phase 2	unapproved	CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1	
MK-0557	CIDs11491176	Phase 3	unapproved	O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21	
tivantinib	CIDs11494412	Phase 3	unapproved	O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12	
AT-9283	CIDs11496628	Phase 2	unapproved	O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1	
AZD1152	CIDs11497983	Phase 3	unapproved	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O	
fasitibant	CIDs11498852	Phase 2	unapproved	Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)[C@@H](N)CCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1	
tavaborole	CIDs11499245	Phase 4	approved	OB1OCc2cc(F)ccc21	D - DERMATOLOGICALS
olodaterol	CIDs11504294	Phase 4	approved	COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1	R - RESPIRATORY SYSTEM
ZH5SMU97AJ	CIDs11505444	Phase 2	unapproved	CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1	
NVP-QAV680	CIDs11508736	Phase 2	unapproved	Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1	
alisporivir	CIDs11513676	Phase 3	unapproved	C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	
gosogliptin	CIDs11516136	Phase 3	unapproved	O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1	
umeclidinium	CIDs11519069	Phase 4	approved	OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2	
vabicaserin	CIDs11521821	Phase 2	unapproved	c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2	
17VGG92R23	CIDs11526038	Phase 3	unapproved	CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O	
ulimorelin	CIDs11526696	Phase 3	unapproved	C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1	
retaspimycin HCl	CIDs11534420	Phase 3	unapproved	C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2	
quisinostat	CIDs11538455	Phase 2	unapproved	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21	
CE-224535	CIDs11547499	Phase 2	unapproved	COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O	
RO4987655	CIDs11548630	Phase 1	unapproved	O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F	
losmapimod	CIDs11552706	Phase 3	unapproved	Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1	
anacetrapib	CIDs11556427	Phase 3	unapproved	COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C	
nesbuvir	CIDs11561383	Phase 2	unapproved	CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12	
apremilast	CIDs11561674	Phase 4	approved	CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
MK-0893	CIDs11570626	Phase 2	unapproved	COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1	
MP-10	CIDs11581936	Phase 2	unapproved	Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1	
verucerfont	CIDs11596613	Phase 2	unapproved	CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1	
lisdexamfetamine	CIDs11597697	Phase 4	approved	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN	N - NERVOUS SYSTEM
Temanogrel	CIDs11604525	Phase 2	unapproved	COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1	
Serdemetan	CIDs11609586	Phase 1	unapproved	c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1	
AZD-5672	CIDs11614352	Phase 2	unapproved	CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1	
tozadenant	CIDs11618368	Phase 3	unapproved	COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12	
TAK-285	CIDs11620908	Phase 1	unapproved	CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	
milnacipran HCl	CIDs11622909	Phase 4	approved	CCN(CC)C(=O)C1(c2ccccc2)CC1CN	N - NERVOUS SYSTEM
evodenoson	CIDs11627443	Phase 2	unapproved	COC(=O)N1CCC(CC#Cc2nc(N)c3ncn([C@@H]4O[C@H](C(=O)NC5CC5)[C@@H](O)[C@H]4O)c3n2)CC1	
epelsiban	CIDs11634973	Phase 2	unapproved	CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C	
linsitinib	CIDs11640390	Phase 3	unapproved	C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1	
letaxaban	CIDs11641515	Phase 2	unapproved	O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1	
CHIR-265	CIDs11656518	Phase 2	unapproved	Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21	
amitifadine	CIDs11658655	Phase 2	unapproved	Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl	
lorcaserin	CIDs11658859	Phase 4	approved	C[C@H]1CNCCc2ccc(Cl)cc21	A - ALIMENTARY TRACT AND METABOLISM
samidorphan	CIDs11667832	Phase 4	approved	NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3	
motesanib	CIDs11667893	Phase 3	unapproved	CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21	
fostamatinib	CIDs11671467	Phase 4	approved	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC	B - BLOOD AND BLOOD FORMING ORGANS
L-MTP-PE	CIDs11672602	Phase 4	approved	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC	
MK-0533	CIDs11678533	Phase 2	unapproved	CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O	
GSRd	CIDs11679800	Phase 3	unapproved	CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C	
imrecoxib	CIDs11682175	Phase 1	unapproved	CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O	
darinaparsin	CIDs11683005	Phase 2	unapproved	C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O	
nelotanserin	CIDs11683556	Phase 2	unapproved	COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C	
omecamtiv mecarbil	CIDs11689883	Phase 3	unapproved	COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1	
APD597	CIDs11691484	Phase 1	unapproved	COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1	
NP-BN	CIDs11697676	Phase 2	unapproved	O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1	
MK-0249	CIDs11697697	Phase 2	unapproved	Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1	
resatorvid	CIDs11703255	Phase 3	unapproved	CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl	
MLN8054	CIDs11712649	Phase 1	unapproved	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	
PF-562271	CIDs11713159	Phase 1	unapproved	CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O	
PF-03715455	CIDs11714580	Phase 2	unapproved	CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1	
Abexinostat	CIDs11749858	Phase 3	unapproved	CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12	
Z-3152	CIDs11751922	Phase 2	unapproved	CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3	
velusetrag	CIDs11842632	Phase 2	unapproved	CC(C)n1c(=O)c(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21	
desoxycorticosterone pivalate	CIDs11876263	Phase 4	approved	CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
empagliflozin	CIDs11949646	Phase 4	approved	OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O	A - ALIMENTARY TRACT AND METABOLISM
teneligliptin	CIDs11949652	Phase 3	unapproved	Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1	A - ALIMENTARY TRACT AND METABOLISM
KD-025	CIDs11950170	Phase 4	approved	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1	
Safotibant	CIDs11953367	Phase 2	unapproved	COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1	
AT13387	CIDs11955716	Phase 2	unapproved	CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O	
LY2603618	CIDs11955855	Phase 2	unapproved	Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1	
calcium ionophore A23187	CIDs11957499	Phase 2	unapproved	CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O	
AGN-PC-0I7Q4Y	CIDs11961293	Phase 2	unapproved	COC(=O)N1CCC(CN2CCC(CNC(=O)c3cccc4[nH]c(C(C)C)nc34)CC2)CC1	
lifitegrast	CIDs11965427	Phase 4	approved	CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1	S - SENSORY ORGANS
NVP-BEZ235	CIDs11977753	Phase 3	unapproved	Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21	
NVP-BGT226	CIDs11978790	Phase 2	unapproved	COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1	
Palomid 529	CIDs11998575	Phase 1	unapproved	COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1	
N-(1-Acetylpiperidin-4-yl)-N'-(adamant-1-yl) urea	CIDs12000797	Phase 2	unapproved	CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1	
ulipristal	CIDs13559281	Phase 4	approved	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL2391146	CIDs15171724	Phase 3	unapproved	CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C	
tosedostat	CIDs15547703	Phase 2	unapproved	CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO	
CHEMBL1089318	CIDs15602694	Phase 4	approved	Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1	N - NERVOUS SYSTEM
ABC294640	CIDs15604015	Phase 2	unapproved	O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2	
novobiocin	CIDs15940185	Phase 4	approved	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	
enzalutamide	CIDs15951529	Phase 4	approved	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
GSK461364A	CIDs15983966	Phase 1	unapproved	C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F	
trelagliptin	CIDs15983988	Phase 3	unapproved	Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O	
camicinal	CIDs15984937	Phase 3	unapproved	C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1	
macitentan	CIDs16004692	Phase 4	approved	CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	C - CARDIOVASCULAR SYSTEM
KB-73550	CIDs16005981	Phase 1	unapproved	Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1	
AMG-517	CIDs16007367	Phase 1	unapproved	CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1	
ENMD-2076	CIDs16041424	Phase 2	unapproved	Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1	
Tox21_303623	CIDs16051930	Phase 4	approved	C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	
CPMP	CIDs16061579	Phase 4	approved	Nc1nc2c(c(=O)[nH]1)N[C@@H]1[C@H](N2)O[C@@H]2COP(=O)(O)O[C@@H]2C1(O)O	
PF-3635659	CIDs16065403	Phase 2	unapproved	CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1	
elinogrel	CIDs16066663	Phase 2	unapproved	CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F	
Mk-0686	CIDs16102897	Phase 2	unapproved	COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1	
C569673	CIDs16119082	Phase 2	unapproved	CC(C)CNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1	
V600I6H7T6	CIDs16119086	Phase 2	unapproved	CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1	
QC-4593	CIDs16126898	Phase 1	unapproved	CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1	
caerulein	CIDs16129675	Phase 4	approved	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	V - VARIOUS
Bivalirudin	CIDs16129704	Phase 4	approved	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O	B - BLOOD AND BLOOD FORMING ORGANS
SRIF-14	CIDs16129706	Phase 3	unapproved	C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
tannic acid	CIDs16129778	Phase 4	approved	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1	
IRL-1620	CIDs16130933	Phase 3	unapproved	CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC	
ganirelix acetate	CIDs16130957	Phase 4	approved	CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
